distance_m_mean,distance_m_max,distance_m_std,location-lat_count,rows,M2_ACC,M30_ACC,M60_ACC,AgeInMonths,sampleFreq,epochLength,breed_enc,sex_enc,neuter_enc,species
79.16617426956587,79.16617426956587,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
4.767274580646308,4.767274580646308,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
231.65883463231452,231.65883463231452,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
216.3179245977976,216.3179245977976,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
241.97748492542004,241.97748492542004,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
102.30836516437503,102.30836516437503,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
197.6153681718513,197.6153681718513,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
347.4262677751979,347.4262677751979,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
759.8672605568563,759.8672605568563,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
542.3240848886783,542.3240848886783,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
794.4910102728337,794.4910102728337,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
880.3522506435755,880.3522506435755,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
788.7990494075437,788.7990494075437,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
220.56381663474812,220.56381663474812,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
112.59722068201594,112.59722068201594,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
283.23581007927635,283.23581007927635,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
55.686859849502575,55.686859849502575,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
140.17519817303094,140.17519817303094,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
159.5695460370631,159.5695460370631,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
98.19867805177724,98.19867805177724,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
134.6272596463894,134.6272596463894,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
220.02636614844667,220.02636614844667,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
32.660712438659594,32.660712438659594,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
135.20363522303327,135.20363522303327,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
717.9560293691072,717.9560293691072,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
187.57395994962403,187.57395994962403,,1.0,14.0,1.1310119215,0.5704415814999999,0.4231754405,8.0,9.5,10.0,-1.0,-1.0,-1.0,0.0
